Simulation Identification;PaperSim2_
Initial Battery;2.52E7
Sensor Cover Radius;70.0
Node Idle Energy Cost;0.6
CPU Processing Energy Cost;420.0
Communication Cost;282.74
Communication Channel Type:eboracum.pathloss.LogDistanceChannel
Transmission Power;2.0
Receiver Sensivity;-104.0
Antenna Gain;2.15
Frequency;9.15E8
Summary of Nodes
Class Name;Number of Instances
eboracum.wsn.network.node.SimpleWSNNode;36
Summary of Events
Class Name;Type;Number of Instances;
eboracum.wsn.network.node.PeriodicEvent;E0;36;

Results
Simulation Total Time;40521600
Events
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed
eboracum.wsn.event.PeriodicEvent;E0_15;E0;1408;0
eboracum.wsn.event.PeriodicEvent;E0_9;E0;1408;0
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.SimpleWSNNode;SimpleWSNNode35;0;4162;1402;1;1402;40357930.866667
eboracum.wsn.event.PeriodicEvent;E0_35;E0;1408;0
eboracum.wsn.event.PeriodicEvent;E0_6;E0;1408;0
eboracum.wsn.event.PeriodicEvent;E0_21;E0;1408;0
eboracum.wsn.network.node.sensor.SimpleWSNNode;SimpleWSNNode20;0;21324;5356;1;1339;38538774.266667
eboracum.wsn.network.node.sensor.SimpleWSNNode;SimpleWSNNode28;0;10977;2760;1;1380;39733396
eboracum.wsn.network.node.sensor.SimpleWSNNode;SimpleWSNNode11;0;5564;1402;1;1402;40357930.866667
eboracum.wsn.network.node.sensor.SimpleWSNNode;SimpleWSNNode33;0;12151;4077;1;1359;39127481.7
eboracum.wsn.event.PeriodicEvent;E0_3;E0;1408;0
eboracum.wsn.event.PeriodicEvent;E0_20;E0;1408;0
eboracum.wsn.network.node.sensor.SimpleWSNNode;SimpleWSNNode24;0;33053;14340;1;1195;34406014
eboracum.wsn.network.node.sensor.SimpleWSNNode;SimpleWSNNode5;0;4162;1402;1;1402;40357930.866667
eboracum.wsn.event.PeriodicEvent;E0_13;E0;1408;0
eboracum.wsn.network.node.sensor.SimpleWSNNode;SimpleWSNNode8;0;21324;5356;1;1339;38538774.266667
eboracum.wsn.event.PeriodicEvent;E0_24;E0;1408;0
eboracum.wsn.network.node.sensor.SimpleWSNNode;SimpleWSNNode34;0;8217;2760;1;1380;39733396
eboracum.wsn.event.PeriodicEvent;E0_0;E0;1408;0
eboracum.wsn.network.node.sensor.SimpleWSNNode;SimpleWSNNode16;0;10977;2760;1;1380;39733396
eboracum.wsn.network.node.sensor.SimpleWSNNode;SimpleWSNNode18;0;38710;19908;1;1106;31844486.8
eboracum.wsn.network.node.sensor.SimpleWSNNode;SimpleWSNNode10;0;11040;2760;1;1380;39733396
eboracum.wsn.network.node.sensor.SimpleWSNNode;SimpleWSNNode15;0;16228;4077;1;1359;39127481.7
eboracum.wsn.event.PeriodicEvent;E0_33;E0;1408;0
eboracum.wsn.event.PeriodicEvent;E0_32;E0;1408;0
eboracum.wsn.event.PeriodicEvent;E0_19;E0;1408;0
eboracum.wsn.event.PeriodicEvent;E0_27;E0;1408;0
eboracum.wsn.event.PeriodicEvent;E0_4;E0;1408;0
eboracum.wsn.event.PeriodicEvent;E0_23;E0;1408;0
eboracum.wsn.event.PeriodicEvent;E0_2;E0;1408;0
eboracum.wsn.event.PeriodicEvent;E0_31;E0;1408;0
eboracum.wsn.event.PeriodicEvent;E0_7;E0;1408;0
eboracum.wsn.event.PeriodicEvent;E0_16;E0;1408;0
eboracum.wsn.event.PeriodicEvent;E0_17;E0;1408;0
eboracum.wsn.event.PeriodicEvent;E0_12;E0;1408;0
eboracum.wsn.network.node.sensor.SimpleWSNNode;SimpleWSNNode26;0;21324;5356;1;1339;38538774.266667
eboracum.wsn.network.node.sensor.SimpleWSNNode;SimpleWSNNode0;0;20840;7800;1;1300;37414380
eboracum.wsn.network.node.sensor.SimpleWSNNode;SimpleWSNNode7;0;32806;6595;1;1319;37968916.166667
eboracum.wsn.network.node.sensor.SimpleWSNNode;SimpleWSNNode19;0;38374;6595;1;1319;37968916.166667
eboracum.wsn.network.node.sensor.SimpleWSNNode;SimpleWSNNode14;0;21324;5356;1;1339;38538774.266667
eboracum.wsn.event.PeriodicEvent;E0_8;E0;1408;0
eboracum.wsn.event.PeriodicEvent;E0_29;E0;1408;0
eboracum.wsn.event.PeriodicEvent;E0_34;E0;1408;0
eboracum.wsn.event.PeriodicEvent;E0_1;E0;1408;0
eboracum.wsn.event.PeriodicEvent;E0_28;E0;1408;0
