Simulation Identification;PaperSim2_
Initial Battery;2.52E7
Sensor Cover Radius;70.0
Node Idle Energy Cost;20.0
CPU Processing Energy Cost;420.0
Communication Cost;322.32303
Communication Channel Type:eboracum.pathloss.LogDistanceChannel
Transmission Power;8.0
Receiver Sensivity;-104.0
Antenna Gain;2.15
Frequency;9.15E8
Summary of Nodes
Class Name;Number of Instances
eboracum.wsn.network.node.SimpleWSNNode;36
Summary of Events
Class Name;Type;Number of Instances;
eboracum.wsn.network.node.PeriodicEvent;E2;36;

Results
Simulation Total Time;1260000
Events
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed
eboracum.wsn.event.PeriodicEvent;E2_10;E2;44;0
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.SimpleWSNNode;SimpleWSNNode14;0;1980;660;0;44;1248439.34001
eboracum.wsn.event.PeriodicEvent;E2_32;E2;44;0
eboracum.wsn.event.PeriodicEvent;E2_6;E2;44;0
eboracum.wsn.event.PeriodicEvent;E2_17;E2;44;0
eboracum.wsn.event.PeriodicEvent;E2_24;E2;44;0
eboracum.wsn.network.node.sensor.SimpleWSNNode;SimpleWSNNode3;0;352;44;0;44;1258366.889334
eboracum.wsn.event.PeriodicEvent;E2_16;E2;44;0
eboracum.wsn.network.node.sensor.SimpleWSNNode;SimpleWSNNode30;0;352;44;0;44;1258366.889334
eboracum.wsn.network.node.sensor.SimpleWSNNode;SimpleWSNNode0;0;264;44;0;44;1258366.889334
eboracum.wsn.network.node.sensor.SimpleWSNNode;SimpleWSNNode8;0;2376;88;0;44;1257657.778668
eboracum.wsn.network.node.sensor.SimpleWSNNode;SimpleWSNNode16;0;924;176;0;44;1256239.557336
eboracum.wsn.network.node.sensor.SimpleWSNNode;SimpleWSNNode27;0;660;88;0;44;1257657.778668
eboracum.wsn.network.node.sensor.SimpleWSNNode;SimpleWSNNode2;0;440;44;0;44;1258366.889334
eboracum.wsn.network.node.sensor.SimpleWSNNode;SimpleWSNNode15;0;1452;396;0;44;1252694.004006
eboracum.wsn.network.node.sensor.SimpleWSNNode;SimpleWSNNode22;0;1012;88;0;44;1257657.778668
eboracum.wsn.event.PeriodicEvent;E2_22;E2;44;0
eboracum.wsn.event.PeriodicEvent;E2_14;E2;44;0
eboracum.wsn.event.PeriodicEvent;E2_1;E2;44;0
eboracum.wsn.network.node.sensor.SimpleWSNNode;SimpleWSNNode17;0;440;44;0;44;1258366.889334
eboracum.wsn.event.PeriodicEvent;E2_18;E2;44;0
eboracum.wsn.event.PeriodicEvent;E2_13;E2;44;0
eboracum.wsn.event.PeriodicEvent;E2_30;E2;44;0
eboracum.wsn.event.PeriodicEvent;E2_11;E2;44;0
eboracum.wsn.network.node.sensor.SimpleWSNNode;SimpleWSNNode28;0;528;88;0;44;1257657.778668
eboracum.wsn.network.node.sensor.SimpleWSNNode;SimpleWSNNode1;0;396;44;0;44;1258366.889334
eboracum.wsn.network.node.sensor.SimpleWSNNode;SimpleWSNNode13;0;2698;924;0;44;1244184.676014
eboracum.wsn.event.PeriodicEvent;E2_21;E2;44;0
eboracum.wsn.event.PeriodicEvent;E2_25;E2;44;0
eboracum.wsn.network.node.sensor.SimpleWSNNode;SimpleWSNNode29;0;308;44;0;44;1258366.889334
eboracum.wsn.network.node.sensor.SimpleWSNNode;SimpleWSNNode31;0;484;44;0;44;1258366.889334
eboracum.wsn.event.PeriodicEvent;E2_2;E2;44;0
eboracum.wsn.network.node.sensor.SimpleWSNNode;SimpleWSNNode23;0;440;44;0;44;1258366.889334
eboracum.wsn.network.node.sensor.SimpleWSNNode;SimpleWSNNode7;0;2112;176;0;44;1256239.557336
eboracum.wsn.network.node.sensor.SimpleWSNNode;SimpleWSNNode24;0;1598;132;0;44;1256948.668002
eboracum.wsn.event.PeriodicEvent;E2_33;E2;44;0
eboracum.wsn.event.PeriodicEvent;E2_8;E2;44;0
eboracum.wsn.network.node.sensor.SimpleWSNNode;SimpleWSNNode9;0;1540;88;0;44;1257657.778668
eboracum.wsn.event.PeriodicEvent;E2_26;E2;44;0
eboracum.wsn.event.PeriodicEvent;E2_15;E2;44;0
eboracum.wsn.network.node.sensor.SimpleWSNNode;SimpleWSNNode6;0;1452;44;0;44;1258366.889334
eboracum.wsn.network.node.sensor.SimpleWSNNode;SimpleWSNNode35;0;176;44;0;44;1258366.889334
eboracum.wsn.event.PeriodicEvent;E2_9;E2;44;0
eboracum.wsn.event.PeriodicEvent;E2_31;E2;44;0
eboracum.wsn.event.PeriodicEvent;E2_3;E2;44;0
eboracum.wsn.event.PeriodicEvent;E2_12;E2;44;0
eboracum.wsn.event.PeriodicEvent;E2_29;E2;44;0
eboracum.wsn.network.node.sensor.SimpleWSNNode;SimpleWSNNode25;0;1818;176;0;44;1256239.557336
eboracum.wsn.network.node.sensor.SimpleWSNNode;SimpleWSNNode32;0;396;88;0;44;1257657.778668
eboracum.wsn.network.node.sensor.SimpleWSNNode;SimpleWSNNode4;0;308;44;0;44;1258366.889334
eboracum.wsn.network.node.sensor.SimpleWSNNode;SimpleWSNNode10;0;880;88;0;44;1257657.778668
eboracum.wsn.event.PeriodicEvent;E2_5;E2;44;0
eboracum.wsn.event.PeriodicEvent;E2_19;E2;44;0
eboracum.wsn.event.PeriodicEvent;E2_34;E2;44;0
eboracum.wsn.network.node.sensor.SimpleWSNNode;SimpleWSNNode34;0;308;44;0;44;1258366.889334
eboracum.wsn.event.PeriodicEvent;E2_4;E2;44;0
eboracum.wsn.event.PeriodicEvent;E2_27;E2;44;0
